text@h1987f	@h1987f	279.743	290.717	и это всё / любая зависимость / это / это дофамин / то есть мы что-то делаем / и / выделяются нейромедиаторы выделяется дофамин / подожди ну подожди / нам радостно мы кайфуем / извини пожалуйста
text@h1987f	@h1987f	290.957	339.775	мы бухнули мы кайфуем мы там / чем-то неп.. ну там / мы кайфуем / игры то же самое / это дешёвый / дофамин / вы  ээ эээ феномен э наличия физиологической нейрофизиологической зависимости от компьютерных игр / он доказан / официально признано болезнью / и я как бы поэтому и говорю когда человек говорит я перестал бухать но зато я сижу / с утра до ночи дрочу простите да в доту // он просто взял и подменил бухло // компьютерными играми наркоту / компьютерными играми / принцип одинаковый это такая же прикинь нейрофизиологическая / зависимость / это так... / такой же механизм химический / поэтому // Дим просто / просто / вот / касательно того что // вот / ты говоришь что да там перестать бухать и начать играть / я в этом не вижу // выхода / ухода от зависимости я в этом вижу просто подмену просто сублимацию
text@h1987f	@h1987f	340.609	342.756	вот / ну вот // честно
text@h1987f	@h1987f	371.646	372.079	как?
text@h1987f	@h1987f	376.011	394.567	ведь / Дим вот / солнышко правда можно извини да вот как объясни мне вот у меня бывший муж / вот он сидел / садился играть в эту фигню одевал свои там наушники начинал орать матом fire fire smoke вот это вот пююээ / и сидел так до вечера / как это существо / в этот момент спасало мир ? / вот объясни / тем что оно не ходило не бу... бухим никого не бил ?
text@h1987f	@h1987f	406.391	406.674	ну ?
text@h1987f	@h1987f	439.819	440.864	про семью согласна
text@h1987f	@h1987f	465.984	470.238	я с тобой зе... / вот здесь я с тобой честно согласна / прям ты мои мысли щас говоришь
text@h1987f	@h1987f	470.414	479.565	единственный момент / мне очень зацепила твоя фраза что человеку должен быть интересен мир / познать мир / и вот / вот щас моя точка зрения почему я против игр
text@h1987f	@h1987f	479.789	500.126	потому что мне кажется что такой формат деятельности / он // не бьётся / с тем что ну это моё субъективное да мнение / вот ээ с тем что я понимаю и ну / некоторые другие ээ авторитетные / люди / институты понимают под ээ / познать мир интересен мир вот / и формат игры компьютерной / он не бьётся / я вот могу / объяснить
text@h1987f	@h1987f	500.6	519.947	то есть есть такое понятие ты говоришь там про психоло... компетенция да ? / вот компетенция двадцать второго века / это эмоциональный интеллект / это умение считывать эмоции других людей общаться с эмоциями да ? это осознанность ну про что ты говоришь / опа я в моменте / мир / опа вижу замечаю да то есть я / это / внутренний самоконтроль размышления это вот про что ты говоришь
text@h1987f	@h1987f	520.636	538.857	когда человек / возвращаемся к физиологии к коробочке когда человек сидит / и занимается / ну / любой компьютерной игрой / у него / коробочка в этот момент / занята просчи... / просчитыванием / этих процессов которые в мониторе / у тебя мозг да у тебя мозг занят там на какую кнопочку нажать / он следит за сюжетом
text@h1987f	@h1987f	539.149	560.1	в этот момент / у нас / нет понятия / запараллеленности мыслительных процессов / в этот момент весь твой / мой / у любого у кого есть мозг когнитивный / мм ээ процесс который происходит внутри / он там / в этот момент #нрзб# не случится осознанности / ты не заметишь / какие яркие цвета / какие звуки на ээ я сейчас чувствую гнев и вот не будет этого потому что у тебя мозг занят этим
text@h1987f	@h1987f	560.402	576.934	как / вот этот процесс / он понимаешь / я почему против игр / они воруют время / от того чтобы человек встал / осознал себя свои эмоции / чтобы вот мы так с тобой сели понимаешь Дим / и поговорили чё за чувак ты прикольный // а ты бы всё сидел и рубился в свою // фигню
text@h1987f	@h1987f	583.564	583.798	ну да
text@h1987f	@h1987f	592.718	593.27	#смеется#
text@h1987f	@h1987f	599.556	605.16	ну игры же / ну слушай ну как ты / #нрзб# блин за к... за книги я щас это буду бодаться / я книжный червь
text@h1987f	@h1987f	605.483	607.571	как можно сравнивать чтение книг запойное
text@h1987f	@h1987f	609.673	619.533	научно доказано что книги развивают что? // фантазию а а а / фантазию / просмотр готового контента потребление / не развивает сериалы / тупят
words@den1984m	@den1984m	278.325	278.558	люди
words@den1984m	@den1984m	278.558	278.787	все
words@den1984m	@den1984m	278.787	279.189	одинаковые
words@den1984m	@den1984m	279.189	279.591	да
words@den1984m	@den1984m	287.964	288.433	щас
words@den1984m	@den1984m	340.1	340.493	да
words@den1984m	@den1984m	340.493	340.886	спасибо
words@den1984m	@den1984m	340.886	341.166	за
words@den1984m	@den1984m	341.166	341.612	сказанное
words@den1984m	@den1984m	341.612	341.889	я
words@den1984m	@den1984m	341.889	342.314	продолжу
words@den1984m	@den1984m	342.314	342.612	//
words@den1984m	@den1984m	342.612	343.164	что
words@den1984m	@den1984m	345.439	345.811	мы
words@den1984m	@den1984m	345.811	346.26	выбираем
words@den1984m	@den1984m	346.26	346.341	в
words@den1984m	@den1984m	346.341	346.542	этой
words@den1984m	@den1984m	346.542	346.909	жизни
words@den1984m	@den1984m	346.909	347.29	всегда
words@den1984m	@den1984m	347.29	347.526	одно
words@den1984m	@den1984m	347.526	347.725	из
words@den1984m	@den1984m	347.725	347.935	двух
words@den1984m	@den1984m	347.935	348.348	зол
words@den1984m	@den1984m	349.561	350.242	если
words@den1984m	@den1984m	350.242	350.736	//
words@den1984m	@den1984m	350.736	351.33	человек
words@den1984m	@den1984m	351.33	351.702	//
words@den1984m	@den1984m	351.702	351.93	пил
words@den1984m	@den1984m	351.93	352.632	//
words@den1984m	@den1984m	352.632	352.819	он
words@den1984m	@den1984m	352.819	353.219	рушит
words@den1984m	@den1984m	353.219	353.454	всю
words@den1984m	@den1984m	353.454	353.75	свою
words@den1984m	@den1984m	353.75	354.319	жизнь
words@den1984m	@den1984m	354.319	354.889	//
words@den1984m	@den1984m	354.889	355.18	если
words@den1984m	@den1984m	355.18	355.619	человек
words@den1984m	@den1984m	355.619	355.861	/
words@den1984m	@den1984m	355.861	356.297	уходит
words@den1984m	@den1984m	356.297	356.415	с
words@den1984m	@den1984m	356.415	356.939	алкоголя
words@den1984m	@den1984m	356.939	357.053	и
words@den1984m	@den1984m	357.053	357.464	начинает
words@den1984m	@den1984m	357.464	357.782	играть
words@den1984m	@den1984m	357.782	357.868	в
words@den1984m	@den1984m	357.868	358.11	игры
words@den1984m	@den1984m	358.11	358.445	чтобы
words@den1984m	@den1984m	358.445	358.866	как-то
words@den1984m	@den1984m	358.866	359.221	/
words@den1984m	@den1984m	359.221	359.351	это
words@den1984m	@den1984m	359.351	359.896	облегчить
words@den1984m	@den1984m	359.896	360.073	то
words@den1984m	@den1984m	360.073	360.219	это
words@den1984m	@den1984m	360.219	360.563	во-первых
words@den1984m	@den1984m	360.563	361.085	человеческая
words@den1984m	@den1984m	361.085	361.558	судьба
words@den1984m	@den1984m	361.558	362.031	которая
words@den1984m	@den1984m	362.031	362.307	будет
words@den1984m	@den1984m	362.307	363.018	//
words@den1984m	@den1984m	363.018	363.33	ну
words@den1984m	@den1984m	363.33	363.471	в
words@den1984m	@den1984m	363.471	363.697	более
words@den1984m	@den1984m	363.697	364.168	надёжных
words@den1984m	@den1984m	364.168	364.632	руках
words@den1984m	@den1984m	364.632	364.907	/
words@den1984m	@den1984m	364.907	365.304	и
words@den1984m	@den1984m	365.304	366.678	//
words@den1984m	@den1984m	366.678	367.339	его
words@den1984m	@den1984m	367.339	368.515	//
words@den1984m	@den1984m	368.515	369.083	деятельность
words@den1984m	@den1984m	369.083	369.281	на
words@den1984m	@den1984m	369.281	369.452	этой
words@den1984m	@den1984m	369.452	370.023	планете
words@den1984m	@den1984m	370.023	370.12	/
words@den1984m	@den1984m	370.12	370.431	будет
words@den1984m	@den1984m	370.431	371.035	полезна
words@den1984m	@den1984m	372.933	373.046	ну
words@den1984m	@den1984m	373.046	373.323	потому
words@den1984m	@den1984m	373.323	373.512	что
words@den1984m	@den1984m	373.512	373.653	он
words@den1984m	@den1984m	373.653	373.748	не
words@den1984m	@den1984m	373.748	373.884	будет
words@den1984m	@den1984m	373.884	374.08	себя
words@den1984m	@den1984m	374.08	374.491	разрушать
words@den1984m	@den1984m	374.491	374.623	у
words@den1984m	@den1984m	374.623	374.787	него
words@den1984m	@den1984m	374.787	375.02	будет
words@den1984m	@den1984m	375.02	375.351	трезвый
words@den1984m	@den1984m	375.351	375.793	рассудок
words@den1984m	@den1984m	393.059	393.351	оно
words@den1984m	@den1984m	393.351	393.643	никак
words@den1984m	@den1984m	393.643	393.935	тут
words@den1984m	@den1984m	393.935	394.227	зависит
words@den1984m	@den1984m	394.227	394.519	/
words@den1984m	@den1984m	394.519	394.811	тут
words@den1984m	@den1984m	394.811	395.103	вс...
words@den1984m	@den1984m	395.103	395.395	вся
words@den1984m	@den1984m	395.395	395.687	суть
words@den1984m	@den1984m	395.687	395.769	в
words@den1984m	@den1984m	395.769	395.907	том
words@den1984m	@den1984m	395.907	396.013	что
words@den1984m	@den1984m	396.013	396.117	этот
words@den1984m	@den1984m	396.117	396.608	человек
words@den1984m	@den1984m	396.608	397.099	должен
words@den1984m	@den1984m	397.099	397.233	/
words@den1984m	@den1984m	397.233	397.914	развивать
words@den1984m	@den1984m	397.914	398.168	себя
words@den1984m	@den1984m	398.168	398.369	как
words@den1984m	@den1984m	398.369	398.906	личность
words@den1984m	@den1984m	399.438	399.72	ему
words@den1984m	@den1984m	399.72	399.803	в
words@den1984m	@den1984m	399.803	400.039	этой
words@den1984m	@den1984m	400.039	400.311	жизни
words@den1984m	@den1984m	400.311	400.632	должны
words@den1984m	@den1984m	400.632	400.953	быть
words@den1984m	@den1984m	400.953	401.08	ещё
words@den1984m	@den1984m	401.08	401.794	интересны
words@den1984m	@den1984m	401.794	402.099	/
words@den1984m	@den1984m	402.099	402.504	разные
words@den1984m	@den1984m	402.504	402.909	стороны
words@den1984m	@den1984m	402.909	403.249	своей
words@den1984m	@den1984m	403.249	403.721	жизни
words@den1984m	@den1984m	404.291	404.515	если
words@den1984m	@den1984m	404.515	404.911	человек
words@den1984m	@den1984m	404.911	405.166	играет
words@den1984m	@den1984m	405.166	405.26	в
words@den1984m	@den1984m	405.26	405.965	видеоигры
words@den1984m	@den1984m	405.965	406.732	//
words@den1984m	@den1984m	406.732	407.284	напропалую
words@den1984m	@den1984m	407.284	407.565	целыми
words@den1984m	@den1984m	407.565	407.856	днями
words@den1984m	@den1984m	407.856	408.046	это
words@den1984m	@den1984m	408.046	408.2	говорит
words@den1984m	@den1984m	408.2	408.295	о
words@den1984m	@den1984m	408.295	408.413	том
words@den1984m	@den1984m	408.413	408.526	что
words@den1984m	@den1984m	408.526	408.6	у
words@den1984m	@den1984m	408.6	409.006	человека
words@den1984m	@den1984m	409.006	409.129	нет
words@den1984m	@den1984m	409.129	409.663	интересов
words@den1984m	@den1984m	409.663	410.197	никаких
words@den1984m	@den1984m	410.533	410.757	если
words@den1984m	@den1984m	410.757	410.829	б
words@den1984m	@den1984m	410.829	410.965	не
words@den1984m	@den1984m	410.965	411.207	было
words@den1984m	@den1984m	411.207	411.449	видеоигр
words@den1984m	@den1984m	411.449	411.692	у
words@den1984m	@den1984m	411.692	411.926	него
words@den1984m	@den1984m	411.926	412.018	б
words@den1984m	@den1984m	412.018	412.346	вообще
words@den1984m	@den1984m	412.346	412.745	никаких
words@den1984m	@den1984m	412.745	413.272	интересов
words@den1984m	@den1984m	413.272	413.468	не
words@den1984m	@den1984m	413.468	413.662	было
words@den1984m	@den1984m	413.662	414.048	/
words@den1984m	@den1984m	414.048	414.17	тут
words@den1984m	@den1984m	414.17	414.355	весь
words@den1984m	@den1984m	414.355	414.65	вопрос
words@den1984m	@den1984m	414.65	414.829	как
words@den1984m	@den1984m	414.829	415.128	человек
words@den1984m	@den1984m	415.128	415.427	может
words@den1984m	@den1984m	415.427	415.831	организовать
words@den1984m	@den1984m	415.831	416.263	свою
words@den1984m	@den1984m	416.263	416.695	собственную
words@den1984m	@den1984m	416.695	417.046	жизнь
words@den1984m	@den1984m	417.046	417.364	/
words@den1984m	@den1984m	417.364	417.645	можно
words@den1984m	@den1984m	417.645	417.926	играть
words@den1984m	@den1984m	417.926	417.993	в
words@den1984m	@den1984m	417.993	418.482	видеоигры
words@den1984m	@den1984m	418.482	418.618	но
words@den1984m	@den1984m	418.618	418.748	при
words@den1984m	@den1984m	418.748	418.993	этом
words@den1984m	@den1984m	418.993	419.237	быть
words@den1984m	@den1984m	419.237	419.833	депутатом
words@den1984m	@den1984m	419.833	420.145	/
words@den1984m	@den1984m	420.145	420.339	или
words@den1984m	@den1984m	420.339	420.711	человеком
words@den1984m	@den1984m	420.711	421.205	кто
words@den1984m	@den1984m	421.205	421.445	/
words@den1984m	@den1984m	421.445	421.713	очень
words@den1984m	@den1984m	421.713	422.147	весомые
words@den1984m	@den1984m	422.147	422.203	в
words@den1984m	@den1984m	422.203	422.477	жизни
words@den1984m	@den1984m	422.477	422.838	решения
words@den1984m	@den1984m	422.838	423.217	делает
words@den1984m	@den1984m	423.217	423.358	это
words@den1984m	@den1984m	423.358	423.424	не
words@den1984m	@den1984m	423.424	423.749	ломает
words@den1984m	@den1984m	423.749	423.951	эти
words@den1984m	@den1984m	423.951	424.4	жизни
words@den1984m	@den1984m	425.01	425.166	когда
words@den1984m	@den1984m	425.166	425.383	человек
words@den1984m	@den1984m	425.383	425.886	занимается
words@den1984m	@den1984m	425.886	426.337	спортом
words@den1984m	@den1984m	426.337	426.602	когда
words@den1984m	@den1984m	426.602	426.863	человек
words@den1984m	@den1984m	426.863	427.078	играет
words@den1984m	@den1984m	427.078	427.293	в
words@den1984m	@den1984m	427.293	427.482	игры
words@den1984m	@den1984m	427.482	427.648	когда
words@den1984m	@den1984m	427.648	427.748	у
words@den1984m	@den1984m	427.748	427.912	человека
words@den1984m	@den1984m	427.912	428.154	есть
words@den1984m	@den1984m	428.154	428.614	нормальная
words@den1984m	@den1984m	428.614	428.982	семья
words@den1984m	@den1984m	428.982	429.249	/
words@den1984m	@den1984m	429.249	429.452	весь
words@den1984m	@den1984m	429.452	429.893	вопрос
words@den1984m	@den1984m	429.893	430.034	/
words@den1984m	@den1984m	430.034	430.392	ээ
words@den1984m	@den1984m	430.392	430.718	вреда
words@den1984m	@den1984m	430.718	431.107	видеоигр
words@den1984m	@den1984m	431.107	431.191	в
words@den1984m	@den1984m	431.191	431.29	том
words@den1984m	@den1984m	431.29	431.505	что
words@den1984m	@den1984m	431.505	432.041	первое
words@den1984m	@den1984m	432.041	432.309	/
words@den1984m	@den1984m	432.309	432.715	это
words@den1984m	@den1984m	432.715	433.505	//
words@den1984m	@den1984m	433.505	434.06	хреновая
words@den1984m	@den1984m	434.06	434.462	история
words@den1984m	@den1984m	434.462	434.935	семьи
words@den1984m	@den1984m	434.935	435.26	/
words@den1984m	@den1984m	435.26	435.371	и
words@den1984m	@den1984m	435.371	435.875	второе
words@den1984m	@den1984m	435.875	436.685	отсутствие
words@den1984m	@den1984m	436.685	437.133	//
words@den1984m	@den1984m	437.133	437.956	психологического
words@den1984m	@den1984m	437.956	438.413	настроя
words@den1984m	@den1984m	438.413	438.66	себя
words@den1984m	@den1984m	438.66	438.757	в
words@den1984m	@den1984m	438.757	438.875	этой
words@den1984m	@den1984m	438.875	439.295	жизни
words@den1984m	@den1984m	441.562	441.81	если
words@den1984m	@den1984m	441.81	441.949	в
words@den1984m	@den1984m	441.949	442.203	семье
words@den1984m	@den1984m	442.203	442.457	всё
words@den1984m	@den1984m	442.457	442.711	плохо
words@den1984m	@den1984m	442.711	443.073	человек
words@den1984m	@den1984m	443.073	443.14	с
words@den1984m	@den1984m	443.14	443.406	головой
words@den1984m	@den1984m	443.406	443.567	уйдёт
words@den1984m	@den1984m	443.567	443.729	в
words@den1984m	@den1984m	443.729	444.207	видеоигры
words@den1984m	@den1984m	444.207	444.316	/
words@den1984m	@den1984m	444.316	444.521	это
words@den1984m	@den1984m	444.521	444.814	вопрос
words@den1984m	@den1984m	444.814	445.036	того
words@den1984m	@den1984m	445.036	445.17	как
words@den1984m	@den1984m	445.17	445.381	этого
words@den1984m	@den1984m	445.381	445.665	человека
words@den1984m	@den1984m	445.665	446.281	воспитать
words@den1984m	@den1984m	446.891	447.198	либо
words@den1984m	@den1984m	447.198	447.486	это
words@den1984m	@den1984m	447.486	447.774	вопрос
words@den1984m	@den1984m	447.774	448.062	того
words@den1984m	@den1984m	448.062	448.487	человека
words@den1984m	@den1984m	448.487	448.773	который
words@den1984m	@den1984m	448.773	449.059	сам
words@den1984m	@den1984m	449.059	449.3	свою
words@den1984m	@den1984m	449.3	449.586	жизнь
words@den1984m	@den1984m	449.586	449.872	должен
words@den1984m	@den1984m	449.872	450.158	/
words@den1984m	@den1984m	450.158	451.023	организовать
words@den1984m	@den1984m	451.023	451.184	/
words@den1984m	@den1984m	451.184	451.279	а
words@den1984m	@den1984m	451.279	451.452	не
words@den1984m	@den1984m	451.452	451.872	убежать
words@den1984m	@den1984m	451.872	452.2	/
words@den1984m	@den1984m	452.2	452.418	это
words@den1984m	@den1984m	452.418	452.642	всё
words@den1984m	@den1984m	452.642	453.314	психология
words@den1984m	@den1984m	453.314	453.614	/
words@den1984m	@den1984m	453.614	453.932	если
words@den1984m	@den1984m	453.932	454.251	человек
words@den1984m	@den1984m	454.251	454.374	/
words@den1984m	@den1984m	454.374	454.648	внутри
words@den1984m	@den1984m	454.648	454.815	над
words@den1984m	@den1984m	454.815	455.092	собой
words@den1984m	@den1984m	455.092	455.577	работает
words@den1984m	@den1984m	455.577	455.734	/
words@den1984m	@den1984m	455.734	455.965	ему
words@den1984m	@den1984m	455.965	456.478	интересен
words@den1984m	@den1984m	456.478	456.704	этот
words@den1984m	@den1984m	456.704	457.009	мир
words@den1984m	@den1984m	457.009	457.66	//
words@den1984m	@den1984m	457.66	457.914	ему
words@den1984m	@den1984m	457.914	458.413	интересны
words@den1984m	@den1984m	458.413	458.956	видеоигры
words@den1984m	@den1984m	458.956	459.027	/
words@den1984m	@den1984m	459.027	459.12	он
words@den1984m	@den1984m	459.12	459.408	может
words@den1984m	@den1984m	459.408	459.672	играть
words@den1984m	@den1984m	459.672	459.748	в
words@den1984m	@den1984m	459.748	460.314	видеоигры
words@den1984m	@den1984m	460.314	460.535	/
words@den1984m	@den1984m	460.535	460.722	но
words@den1984m	@den1984m	460.722	460.884	при
words@den1984m	@den1984m	460.884	461.05	этом
words@den1984m	@den1984m	461.05	461.127	у
words@den1984m	@den1984m	461.127	461.274	него
words@den1984m	@den1984m	461.274	461.427	есть
words@den1984m	@den1984m	461.427	461.708	куча
words@den1984m	@den1984m	461.708	462.078	других
words@den1984m	@den1984m	462.078	462.438	ээ
words@den1984m	@den1984m	462.438	462.785	/
words@den1984m	@den1984m	462.785	463.127	вещей
words@den1984m	@den1984m	463.127	463.198	в
words@den1984m	@den1984m	463.198	463.47	жизни
words@den1984m	@den1984m	463.47	463.595	к
words@den1984m	@den1984m	463.595	463.888	которым
words@den1984m	@den1984m	463.888	464.027	он
words@den1984m	@den1984m	464.027	464.524	тянется
words@den1984m	@den1984m	464.524	464.782	которые
words@den1984m	@den1984m	464.782	464.923	он
words@den1984m	@den1984m	464.923	465.177	хочет
words@den1984m	@den1984m	465.177	465.647	познать
words@den1984m	@den1984m	475.978	476.588	обязательно
words@den1984m	@den1984m	533.778	534.305	внимание
words@den1984m	@den1984m	534.305	534.563	его
words@den1984m	@den1984m	534.563	534.822	там
words@den1984m	@den1984m	573.538	573.707	вся
words@den1984m	@den1984m	573.707	573.963	вещь
words@den1984m	@den1984m	573.963	574.033	в
words@den1984m	@den1984m	574.033	574.14	том
words@den1984m	@den1984m	574.14	574.384	что
words@den1984m	@den1984m	575.637	575.897	вся
words@den1984m	@den1984m	575.897	576.157	вещь
words@den1984m	@den1984m	576.157	576.241	в
words@den1984m	@den1984m	576.241	576.402	том
words@den1984m	@den1984m	576.402	576.94	что
words@den1984m	@den1984m	578.7	578.946	в
words@den1984m	@den1984m	578.946	579.463	наше
words@den1984m	@den1984m	579.463	579.686	/
words@den1984m	@den1984m	579.686	580.057	время
words@den1984m	@den1984m	580.057	580.191	в
words@den1984m	@den1984m	580.191	580.473	нашем
words@den1984m	@den1984m	580.473	580.872	мире
words@den1984m	@den1984m	580.872	581.1	/
words@den1984m	@den1984m	581.1	581.618	ворует
words@den1984m	@den1984m	581.618	582.136	внимание
words@den1984m	@den1984m	582.136	582.655	всё
words@den1984m	@den1984m	584.0	584.56	сериалы
words@den1984m	@den1984m	584.56	585.083	начнёшь
words@den1984m	@den1984m	585.083	585.61	смотреть
words@den1984m	@den1984m	585.61	586.674	//
words@den1984m	@den1984m	586.674	587.265	#смеется#
words@den1984m	@den1984m	587.265	587.479	и
words@den1984m	@den1984m	587.479	587.882	всё
words@den1984m	@den1984m	587.882	588.312	тебе
words@den1984m	@den1984m	588.312	588.755	//
words@den1984m	@den1984m	588.755	588.956	на
words@den1984m	@den1984m	588.956	589.174	два
words@den1984m	@den1984m	589.174	589.442	года
words@den1984m	@den1984m	589.442	589.651	из
words@den1984m	@den1984m	589.651	589.932	жизни
words@den1984m	@den1984m	589.932	590.375	просто
words@den1984m	@den1984m	590.375	590.818	пропала
words@den1984m	@den1984m	590.818	590.966	/
words@den1984m	@den1984m	590.966	591.285	хочешь
words@den1984m	@den1984m	591.285	591.751	разбираться
words@den1984m	@den1984m	591.751	591.949	в
words@den1984m	@den1984m	591.949	592.416	книгах
words@den1984m	@den1984m	592.416	592.486	?
words@den1984m	@den1984m	592.486	592.956	/
words@den1984m	@den1984m	592.956	593.399	быть
words@den1984m	@den1984m	593.399	593.976	начитанной
words@den1984m	@den1984m	593.976	594.298	поболтать
words@den1984m	@den1984m	594.298	594.396	с
words@den1984m	@den1984m	594.396	594.929	подружками
words@den1984m	@den1984m	594.929	595.342	годы
words@den1984m	@den1984m	595.342	595.553	уйдут
words@den1984m	@den1984m	595.553	595.751	чтобы
words@den1984m	@den1984m	595.751	596.356	разобраться
words@den1984m	@den1984m	596.787	596.899	на
words@den1984m	@den1984m	596.899	597.127	всё
words@den1984m	@den1984m	597.127	597.503	уходит
words@den1984m	@den1984m	597.503	597.832	время
words@den1984m	@den1984m	597.832	597.956	/
words@den1984m	@den1984m	597.956	598.087	в
words@den1984m	@den1984m	598.087	598.372	играх
words@den1984m	@den1984m	598.372	598.583	так
words@den1984m	@den1984m	598.583	598.778	же
words@den1984m	@den1984m	607.551	607.859	смотря
words@den1984m	@den1984m	607.859	608.083	что
words@den1984m	@den1984m	608.083	608.271	это
words@den1984m	@den1984m	608.271	608.63	даёт
words@den1984m	@den1984m	608.63	608.865	если
words@den1984m	@den1984m	608.865	609.013	эта
words@den1984m	@den1984m	609.013	609.57	информация
words@den1984m	@den1984m	609.57	609.914	скорее
words@den1984m	@den1984m	609.914	610.473	пригодилась
words@den1984m	@den1984m	610.473	610.58	в
words@den1984m	@den1984m	610.58	610.949	жизни
words@den1984m	@den1984m	611.867	612.248	всё
words@den1984m	@den1984m	612.248	612.674	развивают
words@den1984m	@den1984m	612.674	612.855	/
words@den1984m	@den1984m	612.855	613.127	всё
words@den1984m	@den1984m	613.127	613.775	развивают
words@h1987f	@h1987f	256.446	256.655	а
words@h1987f	@h1987f	256.655	256.743	/
words@h1987f	@h1987f	256.743	257.136	любая
words@h1987f	@h1987f	257.136	257.591	зависимость
words@h1987f	@h1987f	257.591	257.69	/
words@h1987f	@h1987f	257.69	258.355	алкогольная
words@h1987f	@h1987f	258.355	259.106	наркотическая
words@h1987f	@h1987f	259.106	259.538	социаль...
words@h1987f	@h1987f	259.538	259.963	любая
words@h1987f	@h1987f	259.963	260.54	зависимость
words@h1987f	@h1987f	260.54	260.718	да
words@h1987f	@h1987f	260.718	260.759	?
words@h1987f	@h1987f	260.759	260.812	/
words@h1987f	@h1987f	260.812	260.972	это
words@h1987f	@h1987f	260.972	261.173	что
words@h1987f	@h1987f	261.173	261.521	такое
words@h1987f	@h1987f	261.521	261.595	/
words@h1987f	@h1987f	261.595	261.771	ну
words@h1987f	@h1987f	261.771	261.847	/
words@h1987f	@h1987f	261.847	261.969	у
words@h1987f	@h1987f	261.969	262.182	неё
words@h1987f	@h1987f	262.182	262.496	один
words@h1987f	@h1987f	262.496	263.11	механический
words@h1987f	@h1987f	263.11	263.459	принцип
words@h1987f	@h1987f	263.831	263.942	и
words@h1987f	@h1987f	263.942	264.013	у
words@h1987f	@h1987f	264.013	264.177	неё
words@h1987f	@h1987f	264.177	264.452	один
words@h1987f	@h1987f	264.452	265.538	нейрофизиологический
words@h1987f	@h1987f	265.538	265.983	принцип
words@h1987f	@h1987f	265.983	266.14	как
words@h1987f	@h1987f	266.14	266.311	это
words@h1987f	@h1987f	266.311	266.782	срабатывает
words@h1987f	@h1987f	266.782	266.979	вот
words@h1987f	@h1987f	266.979	267.344	смотри
words@h1987f	@h1987f	267.344	267.658	/
words@h1987f	@h1987f	267.658	267.741	у
words@h1987f	@h1987f	267.741	267.866	нас
